-0.0040481477	0.0013974991	0.0067559355	0.0117217097	0.0158921257	0.0190403387	0.0210952573	0.0218679961	0.0212822761	0.0193994921	0.0164344963	0.0124609722	0.0077955392	0.0026311241	-0.0026423014	-0.0078193452	-0.0125968177	-0.0167586990	-0.0200599730	-0.0224777628	-0.0238583758	-0.0241556503	-0.0234610159	-0.0219351184	-0.0196440332	-0.0167253930	-0.0134420469	-0.0099620959	-0.0065177050	-0.0032743895	-0.0003927576	0.0020356094	0.0037987479	0.0048532719	0.0052962848	0.0049793110	0.0040275762	0.0025785491	0.0007061720	-0.0015131566	-0.0038191692	-0.0060768514	-0.0081512025	-0.0097588152	-0.0109308613	-0.0114169447	-0.0110693220	-0.0099008819	-0.0079293931	-0.0051982603	-0.0016561720	0.0025186415	0.0070533231	0.0118949283	0.0167401079	0.0213495251	0.0255038273	0.0289859604	0.0316606201	0.0332873762	0.0337639488	0.0331128277	0.0314385407	0.0287382528	0.0252083000	0.0210370608	0.0165203270	0.0119049018	0.0074735717	0.0035347503	0.0002282534	-0.0022620948	-0.0038166011	-0.0043302253	-0.0039556958	-0.0027076434	-0.0007869728	0.0015266215	0.0040401458	0.0064071780	0.0084448941	0.0098702097	0.0104795033	0.0101096323	0.0088274041	0.0065819053	0.0034218605	-0.0003518721	-0.0045383023	-0.0089422381	-0.0131311240	-0.0168794338	-0.0198997594	-0.0219300520	-0.0227843318	-0.0223937966	-0.0207532421	-0.0178979263	-0.0140398387	-0.0092957476	
-0.0044263117	0.0011261960	0.0065890388	0.0115902135	0.0158651285	0.0191765632	0.0213257261	0.0221493393	0.0216834880	0.0199919548	0.0171771552	0.0133641046	0.0088181542	0.0037683432	-0.0014441601	-0.0065216953	-0.0112838354	-0.0155322999	-0.0189506747	-0.0214727670	-0.0230548754	-0.0236581955	-0.0233258866	-0.0220651999	-0.0201083571	-0.0175391864	-0.0145056909	-0.0113293249	-0.0081042089	-0.0049219639	-0.0020708805	0.0003165318	0.0021969341	0.0035245132	0.0042070053	0.0042828745	0.0037007853	0.0026085754	0.0011363811	-0.0007059991	-0.0026937383	-0.0047583985	-0.0066574849	-0.0082993777	-0.0095411697	-0.0101941740	-0.0101869442	-0.0094761439	-0.0079952199	-0.0057570077	-0.0028121723	0.0006940248	0.0047519002	0.0090733198	0.0134214144	0.0177174415	0.0217292700	0.0251763761	0.0278899372	0.0297652464	0.0306102410	0.0305628981	0.0294564217	0.0274363328	0.0246628486	0.0212888494	0.0175178852	0.0136352945	0.0098652793	0.0063935332	0.0035107983	0.0013343272	-0.0000620061	-0.0006037166	-0.0003824578	0.0005999524	0.0021095960	0.0039431043	0.0059459405	0.0077154404	0.0091427015	0.0099959867	0.0100356918	0.0092624808	0.0074951742	0.0049003735	0.0015389581	-0.0024104561	-0.0067139650	-0.0110665290	-0.0151889008	-0.0188146047	-0.0216256324	-0.0234875102	-0.0241861232	-0.0235530715	-0.0217132792	-0.0187252741	-0.0146807535	-0.0098193046	
-0.0051447018	0.0004865556	0.0060000229	0.0110212984	0.0153621910	0.0188215468	0.0210343897	0.0219907630	0.0217468347	0.0202032253	0.0175209679	0.0139118116	0.0095568309	0.0047236132	-0.0003284502	-0.0053346120	-0.0100942906	-0.0142864361	-0.0177889243	-0.0204843283	-0.0222550798	-0.0231314301	-0.0231436994	-0.0222581867	-0.0206508581	-0.0184696671	-0.0158265550	-0.0129562244	-0.0099632060	-0.0069696889	-0.0042487094	-0.0018765755	0.0001186516	0.0016502488	0.0026082522	0.0030183024	0.0028467821	0.0022085218	0.0011670596	-0.0002213925	-0.0018908423	-0.0035810499	-0.0052614864	-0.0068429699	-0.0080243973	-0.0088033602	-0.0090955701	-0.0087581156	-0.0077500576	-0.0060200649	-0.0037110024	-0.0008453996	0.0025261261	0.0062173721	0.0101166135	0.0139331371	0.0175752696	0.0208413433	0.0234556962	0.0254028887	0.0266009234	0.0268988125	0.0263063014	0.0249150861	0.0228010006	0.0201859046	0.0171480644	0.0140113225	0.0109485956	0.0080997897	0.0056970539	0.0038729319	0.0027703410	0.0023971871	0.0026263816	0.0034609868	0.0047819167	0.0062941364	0.0078351293	0.0092117488	0.0101745836	0.0105071915	0.0101233702	0.0089010401	0.0067666080	0.0038683284	0.0002982083	-0.0038702609	-0.0082780654	-0.0126635656	-0.0168012846	-0.0203428790	-0.0230673831	-0.0247993320	-0.0254088566	-0.0247147232	-0.0227141920	-0.0196063388	-0.0154572399	-0.0105450246	
-0.0062754089	-0.0006649764	0.0048710033	0.0099991029	0.0143753951	0.0178396776	0.0201876611	0.0213763602	0.0212780237	0.0199514180	0.0175165962	0.0141675761	0.0100573478	0.0053973692	0.0005466582	-0.0043118307	-0.0089542577	-0.0131029412	-0.0167304873	-0.0195533819	-0.0215078630	-0.0226419363	-0.0229859278	-0.0225140639	-0.0212666448	-0.0195320975	-0.0173484161	-0.0148097947	-0.0121331811	-0.0094151273	-0.0068676025	-0.0044697961	-0.0024183709	-0.0007847681	0.0004743967	0.0011929591	0.0014552051	0.0013093719	0.0007346823	-0.0001411924	-0.0013390199	-0.0026596556	-0.0040243044	-0.0053486852	-0.0064721676	-0.0073080347	-0.0077567305	-0.0077211275	-0.0071730986	-0.0060050827	-0.0043165763	-0.0020891919	0.0005598683	0.0035646772	0.0068183648	0.0100631407	0.0132433735	0.0161036402	0.0185522083	0.0204661880	0.0217410419	0.0222050492	0.0220011510	0.0211336426	0.0196685456	0.0176895857	0.0153593067	0.0129581625	0.0105619282	0.0084027834	0.0066053676	0.0053022495	0.0046033710	0.0044476232	0.0048942510	0.0058161961	0.0070076170	0.0084031550	0.0097174747	0.0108038420	0.0113945045	0.0113830222	0.0106270267	0.0090069454	0.0065744473	0.0033501240	-0.0004848726	-0.0047600148	-0.0093154674	-0.0138310129	-0.0180097371	-0.0215924345	-0.0243684705	-0.0260523669	-0.0265985038	-0.0258818083	-0.0238714498	-0.0207256190	-0.0165794678	-0.0116855120	
-0.0079259584	-0.0022905185	0.0032246036	0.0083446577	0.0127972439	0.0163275078	0.0188466404	0.0201656278	0.0202996265	0.0192590822	0.0170668606	0.0140165174	0.0101944637	0.0058378433	0.0012037493	-0.0034966986	-0.0079938089	-0.0120813604	-0.0157063249	-0.0186389927	-0.0208333861	-0.0222636424	-0.0228629652	-0.0227918960	-0.0220858231	-0.0207240079	-0.0189564060	-0.0168771911	-0.0145347081	-0.0121587021	-0.0097589567	-0.0074912282	-0.0054422240	-0.0036375697	-0.0021920842	-0.0011314164	-0.0003816671	-0.0000350918	-0.0000764348	-0.0004574551	-0.0011195196	-0.0019557388	-0.0029227471	-0.0039643520	-0.0049022045	-0.0056953877	-0.0062748729	-0.0064567914	-0.0062692002	-0.0056454507	-0.0045213378	-0.0029988021	-0.0010875630	0.0011794220	0.0036976978	0.0062839701	0.0088105015	0.0112289619	0.0133224186	0.0149759613	0.0161101352	0.0167298205	0.0167837068	0.0162430909	0.0152454488	0.0138256066	0.0122181736	0.0104579823	0.0087668169	0.0073304186	0.0062227240	0.0055072722	0.0053221192	0.0055805082	0.0063215354	0.0074511473	0.0088068675	0.0101675503	0.0114115598	0.0123328883	0.0127279311	0.0124774454	0.0114158858	0.0095593575	0.0068111122	0.0033169750	-0.0007700414	-0.0052819126	-0.0099978065	-0.0146842897	-0.0189907309	-0.0226530135	-0.0255343560	-0.0273083001	-0.0278704967	-0.0271978732	-0.0252876896	-0.0222267006	-0.0181525387	-0.0133177619	
-0.0100609390	-0.0045024850	0.0009789637	0.0061215172	0.0106351012	0.0142777367	0.0169704147	0.0185192358	0.0188501216	0.0180932153	0.0162431970	0.0135068493	0.0100114988	0.0059381276	0.0015768635	-0.0028354544	-0.0071872743	-0.0112265525	-0.0147774965	-0.0178175066	-0.0201803334	-0.0218761936	-0.0227998458	-0.0230965503	-0.0228578839	-0.0219964907	-0.0207011830	-0.0190355815	-0.0170810055	-0.0150519460	-0.0128995469	-0.0107771456	-0.0087458091	-0.0068617077	-0.0052042301	-0.0037324368	-0.0025947681	-0.0018065020	-0.0013297931	-0.0011060240	-0.0011761459	-0.0014919122	-0.0020075182	-0.0026667747	-0.0033523983	-0.0040210146	-0.0045755063	-0.0049162703	-0.0050456962	-0.0048843422	-0.0043759318	-0.0034587199	-0.0022652086	-0.0008332473	0.0008652388	0.0027465278	0.0045399307	0.0062918072	0.0078793084	0.0091698356	0.0100967856	0.0106345108	0.0106956698	0.0104177361	0.0097695636	0.0088220183	0.0077864840	0.0066544060	0.0057165939	0.0049724435	0.0044983276	0.0044958442	0.0048831189	0.0057169627	0.0069234683	0.0084269159	0.0100086313	0.0115390914	0.0128942085	0.0137708252	0.0140905827	0.0136982072	0.0124770915	0.0103560193	0.0074148276	0.0036741246	-0.0006825718	-0.0054286779	-0.0103916749	-0.0152899707	-0.0197625756	-0.0236296412	-0.0266444106	-0.0286006760	-0.0293476060	-0.0288419183	-0.0270423610	-0.0241071805	-0.0201434940	-0.0153526105	
-0.0126981111	-0.0071988879	-0.0017382542	0.0034066492	0.0080221519	0.0118510472	0.0146817984	0.0163968764	0.0170523096	0.0166071262	0.0150920097	0.0126519799	0.0095243184	0.0058643436	0.0018015935	-0.0023812223	-0.0065010404	-0.0104639754	-0.0140227843	-0.0170577578	-0.0195279270	-0.0214178935	-0.0227067582	-0.0234121326	-0.0235284325	-0.0231472775	-0.0223218277	-0.0211437847	-0.0196614508	-0.0179231502	-0.0160437617	-0.0140996687	-0.0121470662	-0.0102091506	-0.0083164545	-0.0066198395	-0.0051425113	-0.0038411121	-0.0027950723	-0.0019995389	-0.0014826263	-0.0012498554	-0.0012041214	-0.0014425396	-0.0018197229	-0.0022208293	-0.0026812586	-0.0031960739	-0.0035429241	-0.0037266423	-0.0037496253	-0.0034633987	-0.0030004671	-0.0023400653	-0.0014589938	-0.0005051144	0.0005551148	0.0016092372	0.0025527438	0.0032988603	0.0038115359	0.0041213343	0.0040975325	0.0038574494	0.0034206433	0.0029068617	0.0023228242	0.0018035490	0.0014504545	0.0014010010	0.0017034395	0.0024011282	0.0034683882	0.0049644723	0.0067287325	0.0086573521	0.0106642265	0.0125715658	0.0141043663	0.0151128042	0.0154543817	0.0150404442	0.0137031097	0.0113816261	0.0082297875	0.0043139956	-0.0002714153	-0.0053255768	-0.0105459914	-0.0156841166	-0.0204785578	-0.0246322453	-0.0278317723	-0.0300418846	-0.0310096685	-0.0306838192	-0.0291330330	-0.0263365321	-0.0225395467	-0.0178896748	
-0.0156713575	-0.0102618709	-0.0048116283	0.0004095710	0.0051221089	0.0090175131	0.0120577794	0.0140795866	0.0149959922	0.0148551939	0.0137183554	0.0116846366	0.0088941595	0.0055584558	0.0018504515	-0.0020723082	-0.0059625674	-0.0097496277	-0.0132014817	-0.0162442680	-0.0188755393	-0.0209314972	-0.0225091800	-0.0235364139	-0.0240204595	-0.0241066795	-0.0237382539	-0.0229866747	-0.0219204091	-0.0205724724	-0.0189991109	-0.0172614381	-0.0154003957	-0.0134569183	-0.0115000270	-0.0095657501	-0.0076693683	-0.0059721447	-0.0043745269	-0.0030097053	-0.0019491630	-0.0011165802	-0.0005247925	-0.0002580742	-0.0002425166	-0.0003937986	-0.0007576767	-0.0012321230	-0.0016992362	-0.0022255378	-0.0026241085	-0.0029920398	-0.0032163230	-0.0033122275	-0.0032870930	-0.0031586611	-0.0029239012	-0.0027233532	-0.0025313823	-0.0024066495	-0.0024181905	-0.0025305660	-0.0027388767	-0.0030308960	-0.0033687383	-0.0036968030	-0.0039008379	-0.0038995778	-0.0036502532	-0.0030331269	-0.0020280611	-0.0006277555	0.0012447347	0.0034055174	0.0058656158	0.0084057543	0.0109019522	0.0131837362	0.0150322914	0.0162849501	0.0168144815	0.0164174214	0.0149870515	0.0126618082	0.0093426518	0.0051345383	0.0003076312	-0.0050392416	-0.0106036905	-0.0160096586	-0.0211057328	-0.0255893618	-0.0291398037	-0.0316013694	-0.0328743942	-0.0327975154	-0.0314674638	-0.0289043989	-0.0252307765	-0.0207475703	
-0.0188371595	-0.0134764463	-0.0080060065	-0.0027591817	0.0020504133	0.0061528333	0.0093390653	0.0116040315	0.0128528606	0.0130549045	0.0122352540	0.0105901556	0.0081906617	0.0051664403	0.0018107857	-0.0017853098	-0.0054307384	-0.0090138335	-0.0123306690	-0.0153916869	-0.0180716626	-0.0202581678	-0.0220580380	-0.0233637076	-0.0241952743	-0.0246645100	-0.0247072484	-0.0243717469	-0.0237368289	-0.0227640178	-0.0214686226	-0.0199807789	-0.0182852391	-0.0163667519	-0.0143890399	-0.0122525506	-0.0100495191	-0.0079613738	-0.0059679770	-0.0040797186	-0.0024346691	-0.0010047574	0.0000897044	0.0008591057	0.0013517053	0.0015217402	0.0013387228	0.0009712406	0.0004193488	-0.0003242769	-0.0011368665	-0.0019774993	-0.0028125970	-0.0036623289	-0.0044601359	-0.0051162238	-0.0058144755	-0.0064779241	-0.0070784604	-0.0076875575	-0.0082899369	-0.0089063626	-0.0094500827	-0.0099345399	-0.0102961995	-0.0105203912	-0.0104671987	-0.0100577967	-0.0092903534	-0.0080451360	-0.0063734958	-0.0041887262	-0.0015904430	0.0012863422	0.0044599869	0.0077039003	0.0107633546	0.0135601088	0.0158215649	0.0173746385	0.0181153212	0.0178065747	0.0164388791	0.0140359169	0.0105469804	0.0061332593	0.0009934600	-0.0046051396	-0.0104549183	-0.0162538178	-0.0217381604	-0.0265620854	-0.0304762702	-0.0332864709	-0.0348495357	-0.0350601971	-0.0339357108	-0.0316061415	-0.0281554908	-0.0237980336	
-0.0219371114	-0.0165866669	-0.0111570871	-0.0058002928	-0.0009394278	0.0033217631	0.0067663612	0.0092182662	0.0107616130	0.0112783825	0.0107991211	0.0094711743	0.0074730823	0.0048245266	0.0017803331	-0.0014762408	-0.0048615625	-0.0082126083	-0.0114353821	-0.0143741583	-0.0170032885	-0.0193356015	-0.0211841445	-0.0227223691	-0.0238910075	-0.0246283393	-0.0250797383	-0.0250888057	-0.0248137563	-0.0242313705	-0.0232726261	-0.0220499318	-0.0205095690	-0.0187285207	-0.0166658871	-0.0144676995	-0.0121315159	-0.0096805766	-0.0072810417	-0.0049842247	-0.0028005254	-0.0008704239	0.0007242508	0.0020115874	0.0029378678	0.0034701598	0.0035828464	0.0033810067	0.0027571847	0.0019239171	0.0008427193	-0.0004119223	-0.0018296625	-0.0033335839	-0.0048546898	-0.0063874852	-0.0079368521	-0.0094337417	-0.0108243618	-0.0122210905	-0.0135267666	-0.0146754002	-0.0156902038	-0.0165076423	-0.0170440245	-0.0171924252	-0.0169662833	-0.0162562300	-0.0150243957	-0.0132787516	-0.0109405406	-0.0080660218	-0.0047419779	-0.0010343811	0.0028118498	0.0067491322	0.0104689803	0.0137935476	0.0165112838	0.0184466410	0.0194314420	0.0192799959	0.0179443825	0.0154685294	0.0118378792	0.0072313780	0.0018629825	-0.0040691118	-0.0102755781	-0.0164801385	-0.0223374236	-0.0275272541	-0.0317923464	-0.0349487700	-0.0368147492	-0.0373283029	-0.0365194082	-0.0343672000	-0.0310680959	-0.0268669631	
